name,label
data/train/Hispa/IMG_20190419_112535.jpg,Hispa
data/train/Hispa/IMG_20190419_172701.jpg,Hispa
data/train/Hispa/IMG_20190419_124748.jpg,Hispa
data/train/Hispa/IMG_20190420_194341.jpg,Hispa
data/train/Hispa/IMG_20190419_131458.jpg,Hispa
data/train/Hispa/IMG_20190419_114949.jpg,Hispa
data/train/Hispa/IMG_20190419_161934.jpg,Hispa
data/train/Hispa/IMG_20190419_134723.jpg,Hispa
data/train/Hispa/IMG_20190419_162910.jpg,Hispa
data/train/Hispa/IMG_20190419_170835.jpg,Hispa
data/train/Hispa/IMG_20190419_103416.jpg,Hispa
data/train/Hispa/IMG_20190419_145238.jpg,Hispa
data/train/Hispa/IMG_20190419_131449.jpg,Hispa
data/train/Hispa/IMG_20190419_165133.jpg,Hispa
data/train/Hispa/IMG_20190419_095920.jpg,Hispa
data/train/Hispa/IMG_20190419_173249.jpg,Hispa
data/train/Hispa/IMG_20190419_115028.jpg,Hispa
data/train/Hispa/IMG_20190419_103306.jpg,Hispa
data/train/Hispa/IMG_20190419_144810.jpg,Hispa
data/train/Hispa/IMG_20190419_162928.jpg,Hispa
data/train/Hispa/IMG_20190419_113353.jpg,Hispa
data/train/Hispa/Hispa1_d592a269-97c6-410f-bad8-eeef49c9b4f6.jpeg,Hispa
data/train/Hispa/IMG_20190419_163109.jpg,Hispa
data/train/Hispa/IMG_20190419_162851.jpg,Hispa
data/train/Hispa/IMG_20190424_131808.jpg,Hispa
data/train/Hispa/IMG_20190419_141442.jpg,Hispa
data/train/Hispa/IMG_20190424_131229.jpg,Hispa
data/train/Hispa/IMG_20190419_141005.jpg,Hispa
data/train/Hispa/IMG_20190420_200338.jpg,Hispa
data/train/Hispa/IMG_20190419_144854.jpg,Hispa
data/train/Hispa/IMG_20190419_144231.jpg,Hispa
data/train/Hispa/IMG_20190419_173048.jpg,Hispa
data/train/Hispa/IMG_20190419_144236.jpg,Hispa
data/train/Hispa/IMG_20190419_140209.jpg,Hispa
data/train/Hispa/IMG_20190424_132331.jpg,Hispa
data/train/Hispa/IMG_20190419_171124.jpg,Hispa
data/train/Hispa/IMG_20190419_095906.jpg,Hispa
data/train/Hispa/IMG_20190419_135755.jpg,Hispa
data/train/Hispa/IMG_20190419_134729.jpg,Hispa
data/train/Hispa/IMG_20190419_172841.jpg,Hispa
data/train/Hispa/IMG_20190419_110639.jpg,Hispa
data/train/Hispa/IMG_20190419_140050.jpg,Hispa
data/train/Hispa/IMG_20190419_134343.jpg,Hispa
data/train/Hispa/IMG_20190419_144226.jpg,Hispa
data/train/Hispa/IMG_20190419_172756.jpg,Hispa
data/train/Hispa/IMG_20190419_162907.jpg,Hispa
data/train/Hispa/IMG_20190419_103430.jpg,Hispa
data/train/Hispa/IMG_20190419_140048.jpg,Hispa
data/train/Hispa/IMG_20190419_173059.jpg,Hispa
data/train/Hispa/IMG_20190419_173037.jpg,Hispa
data/train/Hispa/IMG_20190420_200426.jpg,Hispa
data/train/Hispa/Hispa1_daa1c380-e655-47a0-99ea-7e5edda37826.jpeg,Hispa
data/train/Hispa/IMG_20190419_174112.jpg,Hispa
data/train/Hispa/IMG_20190419_150446.jpg,Hispa
data/train/Hispa/IMG_20190419_144612.jpg,Hispa
data/train/Hispa/IMG_20190419_144143.jpg,Hispa
data/train/Hispa/IMG_20190420_194407.jpg,Hispa
data/train/Hispa/IMG_20190419_173044.jpg,Hispa
data/train/Hispa/IMG_20190420_194345.jpg,Hispa
data/train/Hispa/IMG_20190424_131234.jpg,Hispa
data/train/Hispa/IMG_20190419_140107.jpg,Hispa
data/train/Hispa/IMG_20190424_125705.jpg,Hispa
data/train/Hispa/IMG_20190419_102339.jpg,Hispa
data/train/Hispa/IMG_20190419_140200.jpg,Hispa
